shop_id,transaction_id,customer_name,city,address,timestamp,tortilla_type,price,quantity
33,65911a6c-9ee2-442c-8dfe-abdf9fa8fd74,Narcisa Castañeda Riquelme,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 08:36:34.907318,without_onion,5.11,3
33,98071aa8-8522-44e1-9252-991faa84afc6,Felisa Ramos-Roselló,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 09:56:25.450111,classic,,4
33,d90e397a-1538-4eec-a8e6-277cc2542cf4,Narcisa Reguera-Tur,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 11:10:55.943510,with_onion,,1
33,3c7190b6-719b-42fb-9fad-c8be56d469dd,Augusto Diaz Pont,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 01:44:46.760194,with_onion,7.74,3
33,a3ba8af0-14c1-4560-aa85-b56049107c87,José María Adán Taboada,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 04:21:44.585699,without_onion,N/A,2
33,5ddba66f-b977-4ab3-bb4f-d57d207aea9a,Joaquina del Asensio,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 17:11:41.274297,without_onion,11.53,3
33,faeffcbd-e86c-4133-86d3-a508b219e0c6,Domitila del Tamayo,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 00:06:25.400829,with_onion,,4
33,795b57b9-194f-4056-af69-4ba0dc2db782,Eric Girón Miguel,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 14:36:11.267480,classic,N/A,4
33,e3311e7a-4101-49f9-8f3d-3dcdda6f2fe7,Onofre Manrique Fajardo,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 06:15:13.124763,with_onion,,2
33,2a9afe22-412e-4eef-93e3-29549b0b682d,Margarita Avilés Solé,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 01:48:46.553458,vegan,12.97,3
33,4cd045c0-0fcf-4187-85e4-9c953fc261b1,Azahara Prat Garrido,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 22:14:35.923231,classic,N/A,2
33,91bb6e5f-5cb0-4393-9f74-4a0557dda66c,Donato Torre Alemán,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 06:03:05.937025,without_onion,,5
33,ce0c5c0c-c9a4-4e9f-b16d-ce5cc41ab1b7,Abel Navas Vallejo,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 04:42:09.490566,classic,,3
33,aceac19b-c9a1-43f0-9e33-1005add7070a,Abilio Marin-Castellanos,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 20:22:22.210713,without_onion,11.37,4
33,3ac6502a-bac8-4972-b4fa-4226f4b8bf97,Benigna Arnau-Alfonso,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 03:13:04.888987,with_onion,N/A,4
33,60c435ab-b81f-4d09-90d1-379b0fde0740,Domitila de Gimenez,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 06:30:55.782733,with_onion,N/A,2
33,af6756b0-67eb-47d3-8ca3-5d3f04c223f8,Flavia Tormo Serrano,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 11:33:49.456014,classic,8.13,4
33,1b567b74-eb8d-4ab4-a9da-b0d810ef7c36,Pascual Gabriel Jiménez Paz,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 01:36:04.177625,vegan,13.0,1
33,187b48c2-7980-481e-a672-12e0234b7722,Isidro Gallego Crespo,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 19:09:48.480706,without_onion,N/A,1
33,b6e1b28f-fefd-45f3-bed9-13c1c2ab54af,Marianela Montesinos,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 00:53:41.178153,without_onion,,4
33,b2974a48-5418-4a01-8b63-92d2b8da94fa,Rosalinda Español Arco,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 00:30:00.627967,classic,8.44,4
33,41be37cb-dc0e-46c1-b602-90f9400b7886,Joaquina Sabater Ayuso,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 00:56:05.423346,vegan,,3
33,ae90d411-064b-4d7f-92a3-318f3803ea58,Godofredo Baños Leal,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 02:28:40.898078,without_onion,,3
33,3cf1df04-dbfd-490c-aa45-8b3df06ac7b6,Alex Cepeda-Viana,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 09:11:43.424307,without_onion,5.48,3
33,d1170025-a94a-487b-a801-6a51ff9028a2,Gilberto del Salcedo,Madrid,"Callejón de Mauricio Ortega 30, Asturias, 39621",2026-05-01 20:05:53.203732,classic,N/A,1
