shop_id,transaction_id,customer_name,city,address,timestamp,tortilla_type,price,quantity
4,0172431c-5839-4739-876b-9557077a5d81,Belen Varela Serra,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 15:18:27.051038,without_onion,N/A,5
4,bcebe8bc-f8b2-481c-8de3-63b804b7b75d,Amelia Canals Carranza,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 16:24:05.221677,without_onion,7.4,3
4,9a3e1f13-6ed8-4743-92dd-ee3acedee0ba,Román Cervera-Carbonell,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 07:26:12.649216,classic,N/A,2
4,418e598d-77b4-4dd4-b58d-de1e0620d39d,Eloy Alvarez Rivero,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 22:10:04.105578,with_onion,N/A,3
4,21c35b65-7c5e-47c4-91a3-d794d9a1ddc7,Araceli Asunción Fiol Echevarría,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 10:21:11.465740,without_onion,N/A,3
4,fa49c260-9dfa-4b45-a47c-5f7f917a10a4,Wilfredo Ariño Tejera,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 21:24:55.499728,vegan,,4
4,c7c18fa5-d829-4492-869f-7e8283e4aa05,Apolinar Salas Mulet,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 16:48:00.781609,with_onion,N/A,2
4,ca1cbbae-727d-4d70-bc19-59ad60534ffc,Lope Barrera Reig,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 19:14:42.478854,vegan,11.07,4
4,ea8b5093-b139-43a3-b97d-2d739658b350,Samanta Haro Puga,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 00:36:49.196606,classic,N/A,1
4,beffba9a-499f-4ed3-abe5-f7d85a6090ed,Augusto Juan Peiró,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 22:58:06.545809,classic,,2
4,071e520e-b3ca-4fae-b77a-2f2e61399462,María Pilar Pareja Pascual,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 07:13:46.329790,without_onion,,3
4,dd616836-f7bd-4159-8ba1-beb5b3095418,Charo de Murillo,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 05:24:51.397893,classic,N/A,1
4,2b318f93-4447-46ab-9761-29e25462f2ea,Verónica Gascón Cazorla,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 08:03:11.957240,with_onion,6.86,2
4,a597a033-2b44-46e3-9e0f-e2a40e6af942,Graciana Diego Anaya,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 16:54:17.246989,with_onion,12.85,3
4,58b9ec25-d493-46a0-9ccf-a797ea3dbb85,Lucio Mayo Lastra,Sevilla,"Pasadizo Dora Amaya 438 Puerta 5 , Asturias, 07406",2026-05-01 07:40:05.325922,classic,8.11,3
