shop_id,transaction_id,customer_name,city,address,timestamp,tortilla_type,price,quantity
2,8a3442b7-2d7c-404a-91c1-e47d79e3c449,Víctor Acuña Blazquez,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 01:12:42.708905,classic,,3
2,991f2e87-06f5-469a-9947-a583ed465608,Florencio Piquer Batalla,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 09:39:35.472109,classic,N/A,2
2,07ba9007-2820-4149-954d-ff614a10441c,Anastasio Ávila Guijarro,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 17:42:34.756690,with_onion,11.11,3
2,bd87b676-9021-4e05-8eb8-38086e7db4bf,Filomena Velasco Godoy,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 04:30:07.658823,classic,,4
2,a037d918-f81b-4f3e-9468-fc62bbe6ae21,Amílcar Sacristán-Gallego,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 18:17:49.743541,without_onion,7.58,1
2,667b63b9-3687-4a5c-a82a-c29ee2e4938e,Emilia Urrutia-Checa,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 11:27:20.284232,vegan,6.93,3
2,bafdfddb-e310-42eb-b068-c741b1604509,Bernardo Girona-Peralta,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 18:46:44.452636,with_onion,,1
2,daf02c1b-7114-4106-9251-df41ff502890,Felipe Pastor Soriano,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 10:01:07.786235,with_onion,N/A,4
2,917d2845-fdc6-41f1-873c-85f76f956901,Ale Álvaro,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 22:10:29.481061,without_onion,,5
2,c9effd8b-358c-49e4-9279-c7f68b7d0c54,Tamara Páez Berenguer,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 16:19:35.721356,without_onion,N/A,3
2,f2ee827b-8eea-457e-91d7-66d371a6ea8d,Sebastian Martin Vélez,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 10:13:03.439559,vegan,,2
2,6c2e850c-38dd-4bbe-8fde-dcd85d9701d4,Aitana Casals Tur,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 17:37:36.384929,classic,14.88,2
2,3c94cf45-2be9-4f1a-ba1c-a4f240b05413,Hermenegildo Juan Francisco Goñi Porta,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 10:48:45.002103,with_onion,,1
2,f9ec1032-a8e3-48f7-94f0-dee30cdde05a,Cosme Falcó Palacios,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 00:37:47.439864,with_onion,,1
2,15fead80-c196-47fc-81a2-88616da55387,Elisabet Benavent Macías,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 02:06:54.495679,classic,N/A,1
2,039da22c-0110-4cb7-be37-5b43f50d7b67,Reinaldo de Carreras,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 07:33:35.042772,with_onion,,2
2,048bff0f-d71f-4e5e-a946-fbdd874bf637,Plácido Almazán,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 01:09:04.765926,without_onion,N/A,1
2,af7fbf12-ac05-4fe0-a1ed-7892ee005326,Inmaculada Cayetana Beltran Agustí,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 21:21:27.712380,classic,,2
2,91a69d32-ea61-4a13-b054-07b9d0300ce1,Virgilio Suarez Espinosa,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 21:23:19.648856,vegan,N/A,4
2,5ec6a268-fc82-4afe-b9ae-f008df8edc81,Yéssica Ribera Bauzà,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 05:01:58.741912,classic,14.69,5
2,40f8c68e-885f-4111-82f5-82ee8303b453,Valero Ortega-Frías,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 04:59:53.254911,vegan,7.7,4
2,582932ff-b967-4a28-a329-33a00d6a53df,Nicolasa Méndez Sales,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 18:20:01.329352,classic,13.07,2
2,7efeed5e-904a-4621-a155-71b28f5401d6,Pascuala Borrego Roda,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 08:18:38.250189,classic,N/A,1
2,840a157b-1b8f-4cee-9bab-9cd9f77a1a06,Eustaquio Moraleda Recio,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 05:46:26.359636,classic,,3
2,0df085fb-2415-4c6b-b234-eef95d224d8a,Cornelio Prats Prada,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 16:35:16.497739,vegan,11.64,1
2,4dca67ae-e803-4206-a44b-76709119b8c0,María Fernanda Amaya Palma,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 01:33:48.559649,classic,9.65,1
2,8da3afec-8946-4c24-afd1-d53df697be35,Rosendo Vilar Cabeza,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 03:24:00.320551,vegan,6.64,2
2,e8e6ccc7-2866-4681-b31a-642480fc9cb5,Rosalía del Mancebo,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 23:08:18.351625,without_onion,N/A,1
2,246a32a2-2c46-4d97-a78e-f5839affe6d7,Macarena de Acedo,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 08:25:32.560143,with_onion,N/A,1
2,65170b7e-fd27-4e74-b280-f31d35df967b,Pío del Figueroa,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 18:21:51.777121,vegan,N/A,3
2,d88d5685-910c-43ce-a04c-e92ed962bedf,Hermenegildo del Revilla,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 06:12:26.633082,with_onion,N/A,4
2,c81a4794-1788-41ee-bdb5-e02b813c9675,Paz Adelaida Roca Salazar,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 03:09:36.874355,classic,11.93,1
2,721325b8-6613-4c43-b577-86b621eb65ac,Gervasio Guillen Aznar,Alicante,"Callejón Leandro Roda 273 Piso 4 , Palencia, 29207",2026-05-01 09:35:36.995636,without_onion,11.84,5
