shop_id,transaction_id,customer_name,city,address,timestamp,tortilla_type,price,quantity
55,585d1193-8d33-4e0d-912e-a95fb46b5ef3,Armida Pi Diez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:38:04.323095,classic,N/A,5
55,059378f3-16f4-4343-b509-b713d64e86d4,Eustaquio Frutos,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 15:17:38.008855,classic,,5
55,755dba44-bdbf-492e-af04-7b8ca6eabc48,Aurelia Josefa Sola Castelló,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 23:51:31.320099,vegan,N/A,3
55,a85aa5df-1d35-49ab-b09c-9c5c2b66d566,Nayara del Salazar,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 21:15:48.002371,with_onion,10.15,1
55,c0e38d08-b98b-4c37-abb3-e32488174d0a,Amador Cortés Bernat,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 03:20:16.592949,vegan,13.36,1
55,acdb5d4f-5d6c-407c-a534-a8a16b070e94,Gertrudis Benavente,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 02:30:53.477583,without_onion,8.88,5
55,6d8fce6c-15a0-4392-9a08-11d3116c6e38,Anunciación Abellán Montesinos,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:24:38.917632,with_onion,,1
55,f9415618-e90c-4f5d-ad59-0125a2a8574d,Severiano Carvajal Bellido,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 02:59:59.656567,with_onion,,5
55,f71d64b8-7073-4f30-8bfe-eba6735c2b2f,Adoración Alberdi Roldán,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 18:05:06.719750,without_onion,7.9,1
55,a86a2210-c41b-4585-9460-85e1c4164320,Leonor Maldonado Castrillo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 18:30:27.352819,vegan,,3
55,b2785d40-4020-4ab7-a0a3-89051d8a5d34,Nydia Rios-Alemán,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 20:05:23.757374,vegan,5.2,2
55,8e6e9c57-d8fa-4422-942c-2a0e35ac7d43,Isabela Quiroga Bilbao,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 08:41:40.337658,classic,N/A,4
55,9ec7ba2c-4e8f-4073-8c1a-75855f7d969a,Cecilia Ignacia Morán Martorell,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 08:44:37.838022,without_onion,10.28,1
55,c2f897f6-1194-448f-84bc-27d704456c23,Narcisa Torrents Nadal,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:43:34.302938,vegan,N/A,5
55,e277f4e8-369b-4765-9424-fa92b362eb52,Roxana Mas Araujo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 05:18:48.643925,without_onion,,5
55,7a30de51-2235-4f36-9d1a-5dac443783b6,Yolanda Barrio,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 20:28:02.627637,with_onion,N/A,3
55,79d8a918-dc04-4c3d-be82-5e2b6a265b78,Rocío de Cabo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 20:14:28.304293,vegan,,4
55,789766a4-2a7e-482b-bfed-4c3c1dd8f613,Elías del Alvarado,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 06:18:08.346151,without_onion,N/A,3
55,10c317b1-d0d9-4958-9ebb-6494be5d45f3,Francisco Jose Esteban Roura Bravo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 04:36:31.840306,vegan,N/A,1
55,45b93ea7-ab4e-42f8-8111-d9284baf1375,Sofía del Cornejo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 17:38:04.897768,with_onion,7.21,3
55,7128ee21-4679-4545-95a6-039552d98a3d,Demetrio Figueroa-Jódar,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 07:50:33.094809,vegan,10.93,4
55,ab109bf4-2fa6-4816-9d1e-89d0a6d0bc39,Silvio Fortuny,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 18:47:59.364789,without_onion,N/A,2
55,f31d88a2-70a5-4dfe-a563-3d3af0513959,Calisto Zamora Llano,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 05:14:58.751868,vegan,N/A,5
55,c36e3d0f-67c6-426a-9955-7e740c494dc7,Aura Luís Ordóñez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 13:46:28.037862,without_onion,N/A,5
55,f7a503bc-eb28-4f92-9199-8d9ffc6842ba,Javier Nazaret Boix Cerezo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 15:57:10.146935,without_onion,13.81,4
55,607e6b4c-bf7a-4235-84c3-65eabd9681fe,Ciriaco Barba Nogués,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 06:18:35.391106,classic,N/A,2
55,3ccef9a5-4bac-4b40-bf41-4ccd5f8ab0aa,Isidora Suárez Peñalver,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 15:00:31.767166,vegan,,1
55,1cf19ff5-79c2-4e58-ba11-0ece1ab75241,Celso Montaña Rebollo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:48:22.870553,classic,13.11,5
55,d45b17d6-d6c0-4f99-b1ce-bf7f5c805e77,Jaime Fuente Soto,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:36:28.441439,without_onion,N/A,5
55,a8ffb570-23e6-4380-bf28-a1ddcb7be66a,Jessica Pou Trillo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 23:34:17.181070,classic,,2
55,1b5e7ae1-de61-4a89-be51-75c59ed8b5d6,Berto Chucho Mateos Girón,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 16:11:57.745570,with_onion,,4
55,a7dbb9f2-cc9d-4bb3-9e25-734f66a6fc62,Alejo Ricardo Priego Albero,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 05:12:00.487415,vegan,10.14,5
55,10d55e8c-0551-4ef3-8dd8-4f8837c64ecb,Leonardo Hoz-Egea,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 22:55:49.174015,vegan,N/A,1
55,e7d254e8-c757-4181-a9bd-b8b6407d9345,Reina Cano Becerra,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 04:25:16.605482,without_onion,,3
55,ec54001f-304e-4f1a-b0bf-11884e1a29e4,Arcelia de Nieto,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 17:55:50.295022,with_onion,N/A,3
55,6e5a36de-4534-4103-9a8d-d714e6d6c7b6,Vanesa Goñi,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 02:14:34.359872,without_onion,,4
55,6f4bb4f8-93db-45cd-a3ea-9fd2742f807e,Tatiana Antúnez Villalba,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 22:16:29.325770,with_onion,,4
55,d5cb3abd-4ccb-4132-b830-3efb89dbc8c2,Concha del Llopis,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 09:02:07.379499,vegan,N/A,1
55,fa24a3cf-3772-4fd1-9521-9f26e43ccd31,Marina Ballester Bolaños,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 15:07:19.895209,without_onion,N/A,2
55,e7d3c00e-0942-4397-8891-4522e84dac0a,Luisa del Nogueira,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 04:38:56.865549,without_onion,14.08,2
55,1b3c93d2-283d-4660-8ea1-332cf6259998,Cristina Elisa Cuesta Saez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 11:24:22.229225,without_onion,,1
55,cae3bcab-bf37-466d-9b05-72d5702ac481,Mariano Piñeiro-Molins,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 02:56:18.291633,vegan,,1
55,c421c3a6-05bb-4def-b29e-1ddf86ab1ebf,Georgina del Dueñas,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 17:24:28.786434,classic,N/A,1
55,037acfbf-2515-487b-a594-42246db0879a,Haroldo Uría Vazquez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 22:06:06.834420,vegan,,3
55,d7cd1782-0768-4dc8-b5a6-42719bcfc594,Juan Bautista Tirado Macias,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 14:09:43.908798,vegan,,4
55,e1b1c1e6-7a5b-43af-a90a-8061d4fca9c0,María Luisa Torres Beltrán,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 13:29:50.584691,with_onion,N/A,5
55,98ad04ca-6b64-499f-b0f5-7417e5105346,Teresita Conde Saldaña,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 08:25:45.942019,with_onion,14.34,1
55,6445d0ed-d3a0-4482-a66c-e6b4b1596439,Hermenegildo Barrena Hoz,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 14:47:00.045358,with_onion,13.51,4
55,761588be-587f-40b6-8250-76162007cb65,Evita Mendez Prada,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 14:50:50.522167,with_onion,N/A,1
55,71cd590d-03d7-4139-93ac-de4d3a0dce04,Nazaret Romeu Parra,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 06:47:48.650248,classic,N/A,5
55,fc3f2836-26da-4435-8f73-7c1ad4e2a2c6,Eli Domingo Luís,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 02:29:11.656309,vegan,,1
55,95fcd438-3ae5-421c-ba32-5ac9f55b4e43,Genoveva Marco,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 06:45:28.034369,with_onion,N/A,5
55,a3baff47-0094-4e7c-8a4f-47849dd0c4b1,Ascensión Bonet Alcalá,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 23:05:08.018170,with_onion,N/A,1
55,a5bc22e1-777a-4916-84ef-2d0d09acecf6,Bienvenida Carmona Garcia,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 14:58:18.002722,vegan,,3
55,1387022a-b5e9-4e98-840e-ec75896d8277,Celestino Narváez Núñez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 14:10:46.979538,vegan,N/A,3
55,527fb5cb-0f5f-41a0-898b-3b9fb854f960,Lourdes del Vicente,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 01:02:40.126118,with_onion,N/A,4
55,c82c3693-a934-4e76-8376-97121225bedf,Remedios Aragonés Robledo,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 07:51:50.028589,classic,,5
55,718f7ec8-fefc-491c-acce-c66d500f96f8,Javiera Miranda Jerez,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 06:49:28.924619,vegan,N/A,5
55,52ebee7c-51ae-44b7-959b-127d7fdeff25,Aurelia Pellicer Guerrero,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 03:30:49.470454,without_onion,7.29,4
55,914463a3-c754-456c-a961-837b647760d5,Valeria Ricarda Tello Padilla,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 00:45:04.547890,vegan,11.97,3
55,97d4a8dc-3f31-4654-b621-e414f38bb48d,Anacleto Cisneros,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 18:47:53.968873,without_onion,N/A,1
55,57874339-df26-4355-90ed-fc79a08373a5,Ágata Morell Mármol,Bilbao,"Via de Toribio Plaza 3, Burgos, 02463",2026-05-01 23:22:47.069919,vegan,N/A,4
